event_id,year_sheet,event_start_ts,event_end_ts,outage_duration_hours,customers_affected,demand_loss_mw,nerc_region,event_type,alert_criteria,area_affected_raw,event_year,event_month,has_end_ts,has_customers_affected
3365,2021,2021-11-30 05:00:00,2021-11-30 05:01:00,0.016666666666666666,0.0,0.0,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Oregon: Multnomah County; Washington: Idaho: Utah: Wyoming:,2021.0,11.0,True,True
3366,2021,2021-12-01 10:04:00,2021-12-01 13:08:00,3.066666666666667,0.0,0.0,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Wisconsin: Eau Claire County;,2021.0,12.0,True,True
3367,2021,2021-12-02 10:33:00,2021-12-02 13:10:00,2.6166666666666667,0.0,0.0,TRE,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Texas:,2021.0,12.0,True,True
3368,2021,2021-12-07 14:33:00,2021-12-07 15:40:00,1.1166666666666667,0.0,0.0,RF,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Indiana: Putnam County;,2021.0,12.0,True,True
3369,2021,2021-12-08 09:04:00,2021-12-08 09:35:00,0.5166666666666667,0.0,0.0,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,New York: Broome County;,2021.0,12.0,True,True
3370,2021,2021-12-10 12:06:00,2021-12-10 13:07:00,1.0166666666666666,0.0,0.0,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Idaho: Ada County;,2021.0,12.0,True,True
3371,2021,2021-12-11 03:13:00,2021-12-15 15:30:00,108.28333333333333,107344.0,177.0,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Tennessee: Davidson County, Sumner County;",2021.0,12.0,True,True
3372,2021,2021-12-11 18:16:00,2021-12-13 17:00:00,46.733333333333334,103000.0,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",New York:,2021.0,12.0,True,True
3373,2021,2021-12-11 11:13:00,2021-12-12 23:06:00,35.88333333333333,182410.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Michigan:,2021.0,12.0,True,True
3374,2021,2021-12-11 10:30:00,2021-12-11 15:00:00,4.5,159947.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Michigan: Van Buren County, Gladwin County, Montcalm County, Branch County, Allegan County, Ionia County, Newaygo County, Mecosta County, Lake County, Midland County, Ogemaw County, Osceola County, Tuscola County;",2021.0,12.0,True,True
3375,2021,2021-12-12 06:14:00,2021-12-12 06:40:00,0.43333333333333335,,36.0,SERC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Louisiana: De Soto Parish;,2021.0,12.0,True,False
3376,2021,2021-12-14 07:28:00,2021-12-14 13:43:00,6.25,65994.0,120.0,WECC,Severe Weather,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,California: Humboldt County;,2021.0,12.0,True,True
3377,2021,2021-12-14 09:39:00,2021-12-14 09:48:00,0.15,0.0,0.0,WECC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Washington: Chelan County;,2021.0,12.0,True,True
3378,2021,2021-12-15 19:00:00,2021-12-16 03:00:00,8.0,174000.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Kansas:,2021.0,12.0,True,True
3379,2021,2021-12-15 18:00:00,2021-12-16 09:00:00,15.0,134000.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Iowa: Wisconsin:,2021.0,12.0,True,True
3380,2021,2021-12-15 16:37:00,2021-12-16 11:30:00,18.883333333333333,258000.0,0.0,SERC/MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Missouri: Kansas:,2021.0,12.0,True,True
3381,2021,2021-12-15 20:00:00,,,80000.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Wisconsin:,2021.0,12.0,False,True
3382,2021,2021-12-15 20:00:00,,,156000.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Wisconsin:,2021.0,12.0,False,True
3383,2021,2021-12-15 21:00:00,,,,,MRO,Severe Weather,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Iowa: Minnesota:,2021.0,12.0,False,False
3384,2021,2021-12-15 15:56:00,2021-12-15 17:27:00,1.5166666666666666,,5.0,MRO,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Nebraska: Burt County;,2021.0,12.0,True,False
3385,2021,2021-12-15 16:37:00,,,,,SERC/MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Missouri: Kansas:,2021.0,12.0,False,False
3386,2021,2021-12-16 06:00:00,2021-12-16 20:00:00,14.0,200675.0,,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Michigan: Antrim County, Kalkaska County, Grand Traverse County, Leelanau County, Benzie County, Manistee County, Wexford County, Missaukee County, Lake County, Osceola County, Oceana County, Newaygo County, Mecosta County, Emmet County, Charlevoix County, Cheboygan County, Clare County, Roscommon County, Crawford County, Ogemaw County;",2021.0,12.0,True,True
3387,2021,2021-12-18 13:04:00,2021-12-18 21:59:00,8.916666666666666,11770.0,10.0,WECC,Suspicious Activity,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations,California:,2021.0,12.0,True,True
3388,2021,2021-12-19 20:48:00,2021-12-19 21:00:00,0.2,0.0,0.0,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Texas: Cameron County;,2021.0,12.0,True,True
3389,2021,2021-12-21 21:59:00,2021-12-22 14:15:00,16.266666666666666,,22.0,TRE,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Texas: Cameron County;,2021.0,12.0,True,False
3390,2021,2021-12-23 01:10:00,2021-12-23 01:15:00,0.08333333333333333,0.0,0.0,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Pennsylvania: York County;,2021.0,12.0,True,True
3391,2021,2021-12-23 14:02:00,2021-12-23 14:55:00,0.8833333333333333,0.0,0.0,NPCC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Massachusetts: Suffolk County[13];,2021.0,12.0,True,True
3392,2021,2021-12-24 00:34:00,2021-12-24 06:40:00,6.1,,,TRE,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Texas: Rusk County;,2021.0,12.0,True,False
3393,2021,2021-12-27 04:11:00,2022-01-01 02:41:00,118.5,115830.0,381.0,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",California:,2021.0,12.0,True,True
3394,2021,2021-12-27 21:01:00,2021-12-30 09:11:00,60.166666666666664,65994.0,120.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,California: Humboldt County;,2021.0,12.0,True,True
3395,2021,2021-12-29 11:00:00,2021-12-29 12:00:00,1.0,0.0,0.0,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Nevada: Clark County;,2021.0,12.0,True,True
3396,2021,2021-12-30 18:51:00,,,0.0,0.0,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"Missouri: Adair County, Putnam County;",2021.0,12.0,False,True
3397,2022,2022-01-01 12:36:00,2022-01-01 14:12:00,1.6,0.0,0.0,WECC,System Operations,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Washington: Thurston County;,2022.0,1.0,True,True
3398,2022,2022-01-01 12:36:00,2022-01-02 19:43:00,31.116666666666667,0.0,0.0,WECC,System Operations,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Washington: Thurston County;,2022.0,1.0,True,True
3399,2022,2022-01-01 01:01:00,,,0.0,0.0,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Georgia: Clayton County;,2022.0,1.0,False,True
3400,2022,2022-01-01 00:06:00,2022-01-01 05:51:00,5.75,845.0,2.0,NPCC,Suspicious Activity,Damage or destruction of its Facility that results from actual or suspected intentional human action.,New Hampshire: Merrimack County;,2022.0,1.0,True,True
3401,2022,2022-01-02 13:21:00,2022-01-02 17:38:00,4.283333333333333,1706.0,3.0,WECC,Severe Weather,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,California: Tuolumne County;,2022.0,1.0,True,True
3402,2022,2022-01-03 12:45:00,2022-01-03 12:46:00,0.016666666666666666,0.0,0.0,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Washington: Thurston County;,2022.0,1.0,True,True
3403,2022,2022-01-03 05:00:00,2022-01-04 18:00:00,37.0,60424.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",South Carolina:,2022.0,1.0,True,True
3404,2022,2022-01-03 05:30:00,2022-01-04 12:30:00,31.0,142000.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina: South Carolina:,2022.0,1.0,True,True
3405,2022,2022-01-03 01:00:00,2022-01-03 14:00:00,13.0,40885.0,283.0,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Georgia: Alabama: Mississippi:,2022.0,1.0,True,True
3406,2022,2022-01-05 12:32:00,2022-01-05 12:45:00,0.21666666666666667,0.0,0.0,NPCC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Massachusetts: Plymouth County;,2022.0,1.0,True,True
3407,2022,2022-01-08 02:20:00,2022-01-12 07:40:00,101.33333333333333,0.0,0.0,SERC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Florida: Citrus County;,2022.0,1.0,True,True
3408,2022,2022-01-08 18:07:00,2022-01-08 22:26:00,4.316666666666666,0.0,0.0,NPCC,Suspicious Activity,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,New Hampshire: Merrimack County;,2022.0,1.0,True,True
3409,2022,2022-01-08 02:56:00,2022-01-08 03:03:00,0.11666666666666667,0.0,0.0,TRE,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Texas: Cameron County, Willacy County;",2022.0,1.0,True,True
3410,2022,2022-01-09 18:08:00,,,,,SERC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Mississippi: Adams County;,2022.0,1.0,False,False
3411,2022,2022-01-12 09:20:00,2022-01-12 10:25:00,1.0833333333333333,,,SERC/RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Indiana: Kentucky: Ohio:,2022.0,1.0,True,False
3412,2022,2022-01-13 16:00:00,2022-01-13 16:01:00,0.016666666666666666,0.0,0.0,NPCC,Suspicious Activity,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Massachusetts: Hampden County[13];,2022.0,1.0,True,True
3413,2022,2022-01-14 13:50:00,2022-01-14 14:13:00,0.38333333333333336,0.0,0.0,NPCC,Suspicious Activity,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Pennsylvania: Bucks County;,2022.0,1.0,True,True
3414,2022,2022-01-14 08:34:00,2022-01-14 08:42:00,0.13333333333333333,0.0,0.0,TRE/WECC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Texas: Potter County; New Mexico:,2022.0,1.0,True,True
3415,2022,2022-01-15 14:09:00,2022-01-15 14:28:00,0.31666666666666665,0.0,0.0,NPCC,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",New York: Orange County;,2022.0,1.0,True,True
3416,2022,2022-01-16 12:05:00,2022-01-17 08:45:00,20.666666666666668,51289.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina: Jackson County; South Carolina: Greenville County;,2022.0,1.0,True,True
3417,2022,2022-01-16 13:15:00,2022-01-16 17:15:00,4.0,74638.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina: South Carolina:,2022.0,1.0,True,True
3418,2022,2022-01-16 05:15:00,2022-01-17 00:06:00,18.85,61113.0,436.0,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Georgia: Alabama:,2022.0,1.0,True,True
3419,2022,2022-01-18 22:22:00,2022-01-18 22:23:00,0.016666666666666666,0.0,0.0,TRE,Cyber Event,Cyber Security Incident that was an attempt to compromise a High or Medium Impact Bulk Electric System Cyber System or their associated Electronic Access Control or Monitoring Systems,Texas: Harris County;,2022.0,1.0,True,True
3420,2022,2022-01-19 14:35:00,2022-01-19 16:02:00,1.45,0.0,0.0,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Maine:,2022.0,1.0,True,True
3421,2022,2022-01-20 19:57:00,2022-01-21 05:30:00,9.55,0.0,0.0,TRE/SERC,Severe Weather,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Mississippi: Arkansas: Louisiana: Texas:,2022.0,1.0,True,True
3422,2022,2022-01-20 09:00:00,2022-01-20 09:59:00,0.9833333333333333,0.0,0.0,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Maine:,2022.0,1.0,True,True
3423,2022,2022-01-23 00:37:00,2022-01-23 00:42:00,0.08333333333333333,0.0,0.0,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Pennsylvania: Westmoreland County;,2022.0,1.0,True,True
3424,2022,2022-01-24 10:27:00,2022-01-24 10:51:00,0.4,0.0,0.0,WECC,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Washington: Chelan County;,2022.0,1.0,True,True
3425,2022,2022-01-24 11:50:00,2022-01-24 16:00:00,4.166666666666667,0.0,0.0,NPCC,Sabotage,Damage or destruction of its Facility that results from actual or suspected intentional human action.,"New York: Dutchess County, Greene County;",2022.0,1.0,True,True
3426,2022,2022-01-26 13:37:00,2022-01-26 14:15:00,0.6333333333333333,0.0,0.0,SERC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Florida: Leon County;,2022.0,1.0,True,True
3427,2022,2022-01-27 11:30:00,2022-01-27 11:31:00,0.016666666666666666,0.0,0.0,WECC,Vandalism,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Nevada: Clark County;,2022.0,1.0,True,True
3428,2022,2022-01-28 15:41:00,2022-01-28 21:30:00,5.816666666666666,0.0,0.0,WECC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Colorado: Douglas County, Pueblo County, El Paso County, Prowers County;",2022.0,1.0,True,True
3429,2022,2022-01-29 08:45:00,2022-01-30 01:00:00,16.25,12000.0,120.0,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,2022.0,1.0,True,True
3430,2022,2022-01-30 20:41:00,2022-01-31 00:42:00,4.016666666666667,0.0,0.0,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Nebraska:,2022.0,1.0,True,True
3431,2022,2022-01-31 19:58:00,2022-01-31 20:10:00,0.2,0.0,0.0,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",West Virginia: Monongalia County;,2022.0,1.0,True,True
3432,2022,2022-02-01 12:13:00,2022-02-01 12:25:00,0.2,8124.0,10.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,California: Yuba County;,2022.0,2.0,True,True
3433,2022,2022-02-03 10:00:00,2022-02-07 20:00:00,106.0,255000.0,,SERC,Severe Weather/Transmission Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more",Tennessee: Shelby County;,2022.0,2.0,True,True
3434,2022,2022-02-03 12:56:00,2022-02-04 20:30:00,31.566666666666666,51000.0,,RF,Severe Weather/Transmission Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more",Ohio:,2022.0,2.0,True,True
3435,2022,2022-02-03 12:56:00,,,51000.0,,RF,Severe Weather/Transmission Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more",Ohio:,2022.0,2.0,False,True
3436,2022,2022-02-04 18:21:00,2022-02-04 22:00:00,3.65,,,TRE,Transmission Interruption,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Texas:,2022.0,2.0,True,False
3437,2022,2022-02-04 13:10:00,,,67404.0,,NPCC,Severe Weather/Transmission Interruption,"Loss of electric service to more than 50,000 customers for 1 hour or more",New York: Ulster County;,2022.0,2.0,False,True
3438,2022,2022-02-09 07:00:00,2022-02-09 09:00:00,2.0,0.0,0.0,NPCC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,New York: Orange County;,2022.0,2.0,True,True
3439,2022,2022-02-12 16:29:00,2022-02-12 16:30:00,0.016666666666666666,,,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,California: Alameda County;,2022.0,2.0,True,False
3440,2022,2022-02-17 10:30:00,2022-02-17 10:31:00,0.016666666666666666,0.0,0.0,NPCC,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Rhode Island: Providence County[13];,2022.0,2.0,True,True
3441,2022,2022-02-17 00:09:00,2022-02-17 07:36:00,7.45,0.0,80.0,SERC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Louisiana: Lafayette Parish;,2022.0,2.0,True,True
3442,2022,2022-02-18 07:10:00,2022-02-18 16:25:00,9.25,7047.0,7.0,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,2022.0,2.0,True,True
3443,2022,2022-02-22 11:10:00,2022-02-22 12:15:00,1.0833333333333333,0.0,0.0,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Texas: Llano County;,2022.0,2.0,True,True
3444,2022,2022-02-24 10:25:00,2022-02-24 10:31:00,0.1,1405.0,3.0,TRE,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Texas: Montgomery County;,2022.0,2.0,True,True
3445,2022,2022-02-24 01:09:00,2022-02-24 02:59:00,1.8333333333333333,0.0,246.0,WECC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,"California: San Bernardino County, Kern County, Solano County, San Diego County;",2022.0,2.0,True,True
3446,2022,2022-02-25 09:31:00,2022-02-25 13:09:00,3.6333333333333333,0.0,0.0,TRE,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Texas: Travis County; California: San Diego County;,2022.0,2.0,True,True
3447,2022,2022-02-26 11:15:00,2022-02-26 17:00:00,5.75,0.0,0.0,WECC,Actual Physical Attack,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Washington: Grant County;,2022.0,2.0,True,True
3448,2022,2022-02-28 09:25:00,2022-02-28 09:26:00,0.016666666666666666,0.0,0.0,TRE,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Texas: Mitchell County;,2022.0,2.0,True,True
3449,2022,2022-03-01 13:43:00,2022-03-01 13:47:00,0.06666666666666667,0.0,0.0,RF,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Indiana: Marion County, Shelby County, Hendricks County;",2022.0,3.0,True,True
3450,2022,2022-03-02 09:26:00,2022-03-02 10:05:00,0.65,0.0,0.0,SERC,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,North Carolina: South Carolina:,2022.0,3.0,True,True
3451,2022,2022-03-05 22:58:00,2022-03-06 19:38:00,20.666666666666668,0.0,0.0,SERC/RF,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Illinois: DuPage County;,2022.0,3.0,True,True
3452,2022,2022-03-06 02:30:00,2022-03-06 17:00:00,14.5,0.0,0.0,TRE,Cyber Event,Cyber event that could potentially impact electric power system adequacy or reliability,Texas: Cameron County;,2022.0,3.0,True,True
3453,2022,2022-03-08 13:50:00,2022-03-08 14:39:00,0.8166666666666667,5855.0,48.0,TRE,System Operations,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Georgia: Terrell County;,2022.0,3.0,True,True
3454,2022,2022-03-10 08:51:00,2022-03-10 15:15:00,6.4,0.0,0.0,MRO,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Nebraska: Scotts Bluff County;,2022.0,3.0,True,True
3455,2022,2022-03-11 06:35:00,2022-03-11 07:00:00,0.4166666666666667,0.0,0.0,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Texas: Cameron County;,2022.0,3.0,True,True
3456,2022,2022-03-12 08:33:00,,,19380.0,139.0,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Alabama: Georgia: Mississippi: Florida:,2022.0,3.0,False,True
3457,2022,2022-03-13 22:15:00,2022-03-13 22:38:00,0.38333333333333336,0.0,0.0,MRO,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Minnesota: Hennepin County;,2022.0,3.0,True,True
3458,2022,2022-03-14 09:30:00,2022-03-14 10:45:00,1.25,0.0,0.0,TRE,Vandalism,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Texas: Cameron County;,2022.0,3.0,True,True
3459,2022,2022-03-14 15:45:00,,,,,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",New Jersey:,2022.0,3.0,False,False
3460,2022,2022-03-15 18:53:00,2022-03-15 20:33:00,1.6666666666666667,3958.0,10.0,WECC,Vandalism,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",California: Lake County;,2022.0,3.0,True,True
3461,2022,2022-03-15 11:11:00,2022-03-15 11:47:00,0.6,0.0,0.0,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Maine:,2022.0,3.0,True,True
3462,2022,2022-03-16 11:28:00,2022-03-16 11:29:00,0.016666666666666666,0.0,0.0,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,California: Sacramento County;,2022.0,3.0,True,True
3463,2022,2022-03-17 12:59:00,2022-03-17 16:38:00,3.65,0.0,0.0,SERC,Actual Physical Attack/Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,North Carolina: Durham County;,2022.0,3.0,True,True
3464,2022,2022-03-18 16:32:00,,,20423.0,78.0,SERC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Florida: Palm Beach County;,2022.0,3.0,False,True
3465,2022,2022-03-20 17:52:00,2022-03-20 22:20:00,4.466666666666667,0.0,0.0,MRO,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Minnesota: St. Louis County;,2022.0,3.0,True,True
3466,2022,2022-03-21 19:00:00,2022-03-24 00:00:00,53.0,170000.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Texas: Anderson County, Bell County, Bosque County, Comanche County, Coryell County, Falls County, Freestone County, Hamilton County, Henderson County, Hill County, Lampasas County, Leon County, Limestone County, McLennan County, Milam County, Mills County, Robertson County, Collin County, Cooke County, Dallas County, Denton County, Ellis County, Erath County, Fannin County, Grayson County, Hood County, Hunt County, Johnson County, Kaufman County, Navarro County, Parker County, Rains County, Rockwall County, Somervell County, Tarrant County, Van Zandt County, Wise County;",2022.0,3.0,True,True
3467,2022,2022-03-22 21:04:00,2022-03-22 21:08:00,0.06666666666666667,0.0,0.0,RF,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Maryland: Prince George's County;,2022.0,3.0,True,True
3468,2022,2022-03-22 00:06:00,2022-03-22 04:29:00,4.383333333333334,0.0,0.0,MRO,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",South Dakota:,2022.0,3.0,True,True
3469,2022,2022-03-25 20:46:00,2022-03-25 22:48:00,2.033333333333333,0.0,0.0,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Maine:,2022.0,3.0,True,True
3470,2022,2022-03-29 11:45:00,,,0.0,0.0,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,California: Imperial County;,2022.0,3.0,False,True
3471,2022,2022-03-29 16:34:00,2022-03-30 15:25:00,22.85,0.0,0.0,NPCC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vermont: Chittenden County;,2022.0,3.0,True,True
